driver_id,driver_age,vehicle_type,experience_years,rating,city,total_completed_deliveries,avg_delivery_time_min,acceptance_rate,active_hours_per_week
30742,39,Bike,3.4,4.05,Hyderabad,1636,45.63,0.9,29.5
30743,37,Bike,4.5,4.46,Bangalore,1443,34.99,0.81,43.7
30744,34,Scooter,6.3,4.07,Chennai,4174,32.92,0.8,58.7
30745,30,Bike,7.8,4.17,Bangalore,4179,36.84,0.88,51.2
30746,45,Car,2.8,3.8,Delhi,1604,44.19,0.93,32.6
30747,29,Bike,2.3,4.03,Delhi,1154,20.0,0.96,36.7
30748,36,Bike,2.4,4.28,Delhi,1097,28.96,0.82,36.1
30749,44,Bike,9.4,3.62,Delhi,4714,29.48,0.92,26.7
30750,41,Bike,2.1,4.57,Hyderabad,670,35.47,0.88,53.1
30751,54,Scooter,3.8,3.99,Pune,2352,37.85,0.86,46.2
30752,27,Scooter,5.1,4.82,Delhi,1852,37.4,0.87,41.9
30753,27,Bike,5.8,4.35,Bangalore,2511,37.16,0.85,34.5
30754,48,Bike,8.7,3.56,Pune,2912,35.42,0.89,25.8
30755,30,Bike,1.6,4.3,Chennai,1004,31.92,0.71,43.8
30756,52,Bike,1.5,4.09,Chennai,551,35.36,0.73,25.7
30757,54,Scooter,3.5,4.3,Bangalore,1608,20.0,0.79,15.4
30758,44,Scooter,4.4,4.77,Mumbai,2051,29.09,0.91,18.0
30759,22,Bike,4.1,4.45,Mumbai,1748,36.09,0.88,46.2
30760,24,Scooter,4.2,4.12,Mumbai,2705,25.31,0.86,32.0
30761,21,Scooter,8.6,3.71,Mumbai,5234,26.12,0.95,24.3
30762,42,Bike,8.4,4.51,Hyderabad,5018,33.78,0.81,25.7
30763,31,Scooter,8.2,4.38,Hyderabad,3198,43.88,0.88,37.3
30764,31,Car,7.7,4.61,Chennai,2893,35.16,0.82,55.7
30765,34,Bike,0.9,4.15,Chennai,358,24.43,0.83,27.1
30766,47,Scooter,1.9,4.3,Hyderabad,863,35.35,0.97,44.5
30767,53,Scooter,7.5,4.11,Hyderabad,3686,40.44,0.83,52.2
30768,48,Scooter,6.2,4.23,Chennai,2480,37.73,0.87,37.0
30769,43,Scooter,6.9,3.67,Bangalore,3333,31.01,0.85,16.2
30770,29,Scooter,7.3,4.31,Hyderabad,2728,33.56,0.85,50.8
30771,38,Bike,9.2,4.33,Bangalore,3749,36.77,0.89,54.6
30772,44,Car,6.5,4.02,Delhi,2627,39.02,0.77,16.4
30773,47,Scooter,3.1,4.41,Bangalore,1831,33.73,0.76,20.2
30774,24,Scooter,1.3,4.51,Bangalore,628,27.84,0.84,18.9
30775,42,Bike,4.6,4.69,Hyderabad,2511,34.17,0.83,25.0
30776,31,Scooter,7.2,3.84,Delhi,4087,32.6,0.91,37.3
30777,27,Scooter,3.2,4.43,Mumbai,1047,36.97,0.93,16.5
30778,54,Bike,1.6,4.67,Bangalore,988,45.12,0.76,22.6
30779,32,Car,10.0,4.08,Delhi,4135,43.29,0.77,33.3
30780,24,Bike,4.5,4.69,Delhi,2267,34.02,0.82,43.5
30781,22,Scooter,2.6,3.95,Hyderabad,1131,36.09,0.82,55.9
30782,21,Bike,2.1,4.22,Delhi,1279,25.88,0.86,52.3
30783,38,Scooter,8.7,3.6,Pune,3404,39.27,0.93,17.4
30784,43,Bike,8.3,3.55,Mumbai,5689,36.48,0.88,58.5
30785,54,Scooter,6.3,3.66,Hyderabad,2898,38.56,0.9,27.0
30786,24,Car,5.7,4.7,Pune,3332,29.2,0.81,31.4
30787,39,Scooter,9.5,3.93,Bangalore,5287,35.6,0.79,18.4
30788,29,Bike,2.7,3.93,Hyderabad,1611,30.96,0.8,57.1
30789,43,Bike,4.4,4.34,Bangalore,2289,42.08,0.82,39.6
30790,33,Scooter,0.7,3.94,Hyderabad,317,38.02,0.86,38.2
30791,21,Bike,4.5,4.62,Delhi,1673,43.33,0.85,15.7
30792,32,Bike,4.2,4.85,Mumbai,2132,27.54,0.8,15.2
30793,30,Bike,9.5,3.42,Hyderabad,3081,34.05,0.85,45.7
30794,47,Bike,3.9,4.38,Pune,1261,33.61,0.81,36.7
30795,39,Bike,8.4,3.48,Chennai,4580,37.41,0.75,37.8
30796,52,Scooter,7.8,3.72,Delhi,3839,36.68,0.9,44.3
30797,42,Bike,1.9,4.37,Hyderabad,954,35.69,0.85,21.6
30798,45,Bike,9.6,3.87,Delhi,4103,24.71,0.86,59.9
30799,31,Scooter,6.5,4.29,Chennai,4005,27.81,0.87,18.6
30800,31,Bike,6.2,4.21,Pune,2358,32.74,0.84,27.1
30801,46,Bike,0.6,3.62,Delhi,320,37.34,0.87,46.2
30802,36,Scooter,7.1,4.43,Delhi,4573,45.36,1.0,38.2
30803,49,Scooter,1.0,4.3,Hyderabad,633,36.42,0.94,19.3
30804,50,Bike,2.3,4.21,Delhi,716,42.84,0.79,49.9
30805,31,Scooter,1.4,3.97,Pune,576,32.39,0.71,58.7
30806,21,Car,4.1,4.34,Hyderabad,2402,24.88,0.93,36.3
30807,26,Car,8.1,3.75,Mumbai,4830,38.11,0.89,26.4
30808,33,Scooter,7.2,3.85,Chennai,3550,34.89,0.89,19.8
30809,47,Bike,1.5,4.31,Pune,571,32.08,0.8,24.2
30810,53,Scooter,8.1,4.56,Pune,3333,23.92,0.8,29.0
30811,34,Bike,4.9,4.03,Bangalore,3039,20.71,0.86,23.5
30812,42,Bike,0.8,4.36,Chennai,301,43.18,0.88,45.8
30813,41,Car,2.6,4.27,Delhi,1760,30.55,1.0,16.0
30814,22,Scooter,8.0,4.35,Pune,4002,40.5,0.92,33.4
30815,25,Scooter,7.5,3.96,Hyderabad,3100,46.67,0.87,31.8
30816,35,Bike,2.3,4.15,Bangalore,1048,32.39,0.63,54.5
30817,40,Bike,0.9,4.19,Bangalore,362,42.78,0.87,27.3
30818,46,Car,3.3,4.72,Pune,1497,38.38,0.86,41.2
30819,44,Bike,8.1,3.81,Delhi,2853,42.6,0.76,15.2
30820,44,Bike,9.4,3.71,Pune,5915,35.38,0.9,56.3
30821,46,Scooter,5.9,5.0,Bangalore,4044,37.67,0.96,43.6
30822,42,Scooter,1.4,4.31,Hyderabad,789,39.99,1.0,50.7
30823,47,Bike,5.3,4.39,Delhi,3304,24.32,0.86,40.6
30824,39,Scooter,10.0,4.42,Pune,3912,32.96,0.81,51.7
30825,49,Bike,9.4,4.47,Chennai,3055,24.51,0.95,18.8
30826,32,Scooter,9.9,4.51,Delhi,5453,34.06,0.79,47.0
30827,36,Bike,7.1,4.47,Delhi,4451,32.09,0.86,21.7
30828,51,Scooter,4.5,4.59,Bangalore,2851,45.12,0.76,40.9
30829,35,Bike,9.0,4.26,Pune,4617,48.63,0.94,59.4
30830,53,Scooter,9.0,4.58,Mumbai,4939,37.97,0.8,23.1
30831,35,Scooter,1.9,4.86,Bangalore,849,46.37,0.92,26.5
30832,52,Car,7.9,4.27,Pune,4994,36.18,0.86,24.5
30833,42,Scooter,9.2,4.37,Pune,5327,30.21,0.9,33.5
30834,26,Bike,9.0,4.0,Mumbai,3369,40.33,0.83,37.0
30835,50,Scooter,7.2,4.14,Delhi,2964,32.76,0.88,22.2
30836,37,Scooter,5.6,4.32,Delhi,2020,33.97,0.93,16.3
30837,22,Bike,7.9,4.06,Pune,3968,38.8,0.81,30.4
30838,36,Scooter,5.4,4.23,Chennai,2056,31.75,0.88,32.2
30839,32,Bike,3.6,4.32,Bangalore,1308,49.25,0.95,32.2
30840,32,Scooter,3.0,4.73,Chennai,1092,20.0,0.78,44.9
30841,37,Car,5.6,3.9,Hyderabad,2275,26.8,0.8,35.2
30842,26,Bike,4.8,4.35,Delhi,2993,36.28,0.79,19.9
30843,46,Scooter,5.5,3.99,Pune,3714,37.03,0.83,57.0
30844,21,Bike,3.0,4.47,Pune,2095,34.27,0.73,46.5
30845,36,Bike,6.1,4.5,Chennai,1928,34.67,0.86,24.6
30846,36,Scooter,6.8,4.79,Hyderabad,3587,26.05,0.99,57.1
30847,36,Bike,8.2,4.05,Mumbai,3333,40.2,0.86,59.6
30848,49,Scooter,6.1,4.25,Bangalore,4242,36.11,1.0,23.9
30849,46,Scooter,7.7,4.48,Hyderabad,5341,34.88,0.73,32.1
30850,50,Bike,2.1,4.43,Bangalore,1414,39.72,0.75,18.1
30851,53,Bike,1.7,3.33,Delhi,519,39.29,0.72,36.7
30852,40,Bike,2.2,3.96,Pune,795,29.35,0.64,50.4
30853,33,Car,8.5,4.4,Mumbai,4428,36.81,0.86,55.7
30854,28,Scooter,5.8,4.13,Delhi,2174,35.1,0.76,39.5
30855,52,Car,4.8,4.48,Hyderabad,3081,39.54,0.68,29.7
30856,38,Scooter,7.7,4.56,Mumbai,4465,42.87,0.82,40.9
30857,31,Bike,1.7,4.13,Hyderabad,635,33.21,0.85,20.2
30858,34,Scooter,0.6,4.41,Bangalore,376,39.52,0.88,52.6
30859,53,Scooter,3.5,4.71,Delhi,1747,36.24,0.84,38.4
30860,43,Bike,2.9,4.56,Bangalore,1693,26.25,0.9,59.2
30861,27,Bike,3.4,3.93,Mumbai,1210,29.61,0.77,33.0
30862,35,Scooter,9.7,4.14,Chennai,4919,29.73,0.77,44.4
30863,35,Scooter,5.9,4.21,Bangalore,3602,42.57,0.95,30.3
30864,29,Bike,6.1,3.87,Mumbai,2673,26.63,0.98,21.6
30865,41,Scooter,6.7,4.57,Mumbai,2510,24.16,0.74,49.0
30866,48,Scooter,4.3,3.97,Hyderabad,2389,41.21,0.87,45.3
30867,26,Scooter,9.8,4.16,Bangalore,5464,36.54,0.78,50.1
30868,30,Scooter,9.7,4.58,Delhi,3702,32.95,0.77,59.1
30869,35,Bike,7.8,4.04,Bangalore,2556,21.95,0.87,59.7
30870,44,Car,2.5,4.08,Hyderabad,916,22.18,0.87,56.8
30871,24,Bike,8.9,4.32,Mumbai,3650,20.0,0.81,55.3
30872,35,Bike,1.5,4.06,Delhi,471,29.03,0.82,28.6
30873,22,Scooter,6.5,4.74,Chennai,4349,51.1,0.76,36.1
30874,48,Bike,4.8,3.88,Pune,1882,36.64,0.94,17.1
30875,25,Scooter,0.9,3.4,Delhi,536,37.95,0.84,45.8
30876,43,Bike,9.1,4.5,Pune,4239,34.57,0.78,39.6
30877,29,Scooter,9.6,4.07,Bangalore,4807,25.68,0.85,46.8
30878,27,Bike,9.1,3.92,Delhi,4684,31.66,0.82,45.6
30879,24,Scooter,2.3,4.33,Bangalore,1400,42.84,0.79,27.2
30880,39,Bike,3.7,4.35,Delhi,2276,37.88,0.78,35.7
30881,28,Car,9.6,3.93,Bangalore,3422,20.0,0.77,19.7
30882,51,Bike,1.5,4.62,Pune,632,47.2,0.76,18.8
30883,34,Scooter,6.0,4.5,Mumbai,3175,34.33,0.85,35.7
30884,49,Bike,5.1,4.89,Mumbai,2204,29.62,0.82,40.0
30885,29,Car,1.9,4.04,Bangalore,670,33.03,1.0,29.3
30886,26,Scooter,8.9,4.25,Bangalore,4124,31.9,0.9,17.8
30887,48,Bike,1.8,4.28,Chennai,697,29.96,0.87,44.8
30888,30,Car,6.1,4.09,Bangalore,2180,38.9,0.82,45.5
30889,23,Car,3.5,4.34,Hyderabad,1475,29.22,0.82,29.4
30890,32,Scooter,4.5,4.37,Pune,1889,28.92,0.73,15.0
30891,31,Bike,2.5,4.37,Bangalore,847,35.91,0.75,43.6
30892,29,Scooter,6.4,4.09,Mumbai,3415,37.5,0.76,18.2
30893,26,Bike,9.9,4.13,Delhi,4214,39.92,0.72,25.1
30894,32,Bike,8.4,4.0,Mumbai,3102,39.56,0.84,26.2
30895,28,Car,7.0,3.94,Hyderabad,4392,36.01,0.72,26.9
30896,33,Bike,7.7,4.18,Delhi,2317,22.57,0.87,42.8
30897,29,Scooter,8.5,4.73,Mumbai,4094,43.76,0.84,18.6
30898,40,Car,5.0,4.91,Bangalore,2369,41.94,0.98,44.0
30899,30,Scooter,5.9,4.66,Pune,3353,36.85,0.87,36.8
30900,47,Scooter,9.0,4.04,Bangalore,4101,33.48,0.76,30.7
30901,24,Scooter,7.1,4.34,Delhi,3586,30.89,0.74,42.2
30902,30,Scooter,1.8,3.48,Pune,1194,40.49,0.97,54.3
30903,39,Bike,7.9,4.15,Chennai,2901,22.25,0.78,39.5
30904,30,Scooter,0.7,4.06,Hyderabad,239,37.73,0.8,22.0
30905,43,Scooter,8.6,4.86,Mumbai,5148,38.85,0.82,40.1
30906,29,Bike,8.0,4.29,Mumbai,4777,20.0,0.85,35.4
30907,22,Scooter,8.4,4.22,Hyderabad,5610,48.34,0.97,57.3
30908,39,Bike,0.7,4.18,Mumbai,485,51.43,0.86,41.7
30909,28,Car,9.7,4.1,Delhi,4401,49.89,0.86,16.6
30910,46,Scooter,6.3,4.39,Chennai,2841,39.84,0.84,20.4
30911,31,Scooter,8.1,3.97,Delhi,5361,47.89,0.86,39.0
30912,23,Scooter,5.9,4.39,Chennai,3801,33.16,0.91,50.8
30913,50,Bike,3.7,4.7,Pune,1665,51.24,0.81,19.3
30914,38,Scooter,3.3,4.24,Bangalore,1090,36.17,0.81,40.4
30915,37,Scooter,1.2,4.09,Chennai,638,20.75,0.93,35.4
30916,29,Bike,5.7,4.17,Chennai,2322,29.82,0.81,31.3
30917,50,Bike,1.9,4.62,Chennai,1260,37.8,0.8,18.7
30918,36,Scooter,5.9,4.25,Mumbai,3672,36.34,0.95,54.6
30919,28,Scooter,6.4,3.99,Chennai,4226,26.83,0.83,49.3
30920,46,Scooter,4.7,4.48,Hyderabad,1562,44.17,0.84,56.4
30921,25,Bike,2.0,3.95,Bangalore,1291,42.78,0.82,22.5
30922,25,Scooter,4.6,4.12,Bangalore,2471,30.37,0.81,40.8
30923,44,Scooter,8.8,4.28,Mumbai,3398,21.77,0.83,15.9
30924,34,Bike,4.9,3.92,Delhi,2060,39.76,0.83,23.0
30925,25,Bike,3.8,3.57,Hyderabad,1834,31.59,0.92,50.5
30926,45,Bike,6.5,4.36,Delhi,3581,31.01,0.78,27.9
30927,37,Scooter,6.4,3.43,Chennai,2515,27.17,1.0,23.9
30928,26,Scooter,1.4,3.88,Delhi,535,44.45,0.8,39.4
30929,27,Bike,2.7,4.47,Hyderabad,1773,24.28,0.92,44.5
30930,35,Bike,5.2,4.35,Mumbai,3318,29.66,0.74,42.5
30931,26,Scooter,4.0,4.14,Mumbai,2426,31.83,0.8,19.5
30932,52,Bike,3.5,3.89,Chennai,2115,31.91,0.83,56.9
30933,47,Bike,4.7,4.05,Hyderabad,2850,20.02,0.78,23.0
30934,25,Scooter,3.3,4.4,Mumbai,2209,31.37,0.9,56.6
30935,36,Scooter,3.8,4.15,Chennai,2422,38.11,0.9,36.8
30936,31,Scooter,7.8,3.77,Delhi,3552,37.02,0.79,19.6
30937,45,Scooter,5.3,3.89,Hyderabad,2589,20.0,0.7,21.7
30938,22,Scooter,8.8,4.05,Mumbai,4768,41.78,0.9,34.4
30939,48,Scooter,9.5,4.33,Hyderabad,4657,39.03,0.86,59.9
30940,27,Scooter,9.3,4.24,Mumbai,3894,22.78,0.81,54.9
30941,21,Scooter,2.9,3.76,Pune,1868,32.95,0.8,59.1
30942,38,Scooter,5.0,4.67,Mumbai,3106,25.72,0.79,35.5
30943,32,Car,5.6,3.94,Hyderabad,2553,42.73,0.92,45.6
30944,28,Bike,8.6,4.35,Mumbai,2974,44.27,0.82,38.4
30945,40,Bike,5.8,3.87,Delhi,1751,40.07,0.96,16.3
30946,36,Scooter,2.9,5.0,Chennai,977,46.71,1.0,21.4
30947,53,Scooter,5.7,4.66,Pune,2062,38.26,0.9,27.8
30948,45,Scooter,0.9,3.93,Bangalore,506,35.56,1.0,29.1
30949,39,Car,8.4,4.23,Hyderabad,3257,39.35,0.91,46.3
30950,36,Bike,5.9,3.84,Hyderabad,3268,28.88,0.82,47.4
30951,36,Car,6.7,4.08,Chennai,2889,27.35,0.98,35.3
30952,45,Bike,2.4,4.35,Delhi,1579,33.58,0.84,32.1
30953,52,Car,5.8,4.5,Bangalore,2828,31.91,1.0,23.0
30954,48,Scooter,5.5,3.77,Delhi,3130,29.54,0.81,16.8
30955,29,Bike,6.4,3.94,Hyderabad,3100,46.18,0.92,41.3
30956,38,Scooter,8.6,4.53,Bangalore,5719,29.64,0.85,30.7
30957,43,Bike,7.8,4.66,Mumbai,4484,24.37,0.76,36.5
30958,50,Bike,5.7,3.93,Pune,3174,24.49,0.78,55.5
30959,52,Bike,9.0,4.53,Hyderabad,4832,35.98,0.66,45.0
30960,44,Bike,3.9,3.77,Delhi,2712,46.45,0.84,50.0
30961,31,Scooter,5.2,4.1,Chennai,2984,20.57,0.89,23.1
30962,46,Scooter,6.7,3.8,Mumbai,4031,38.89,0.68,15.1
30963,31,Car,4.7,4.06,Bangalore,1563,43.86,0.6,21.1
30964,40,Bike,3.9,4.87,Hyderabad,2440,28.6,0.78,49.6
30965,38,Scooter,1.6,4.18,Chennai,861,28.26,0.86,35.0
30966,54,Car,6.5,4.1,Chennai,2825,48.72,0.77,24.6
30967,24,Bike,2.3,4.0,Delhi,1225,43.97,0.86,58.3
30968,41,Bike,1.8,4.1,Pune,990,31.39,0.8,36.9
30969,46,Bike,2.2,3.92,Chennai,888,37.83,0.74,31.6
30970,34,Car,7.0,4.25,Delhi,3323,34.99,0.91,59.0
30971,46,Scooter,1.8,4.19,Bangalore,1059,41.49,0.87,21.0
30972,33,Bike,9.8,4.04,Hyderabad,3825,34.54,0.82,42.0
30973,46,Bike,7.7,4.01,Bangalore,4885,30.17,0.7,48.7
30974,35,Scooter,4.2,4.26,Pune,1390,30.34,0.81,57.3
30975,47,Scooter,6.1,3.94,Delhi,3248,44.06,0.78,52.5
30976,43,Bike,0.6,4.12,Bangalore,271,36.65,0.81,28.0
30977,42,Scooter,8.5,4.04,Hyderabad,2731,35.45,0.78,26.7
30978,30,Car,3.1,3.43,Hyderabad,1890,39.44,0.82,19.4
30979,25,Bike,1.2,4.5,Chennai,622,38.97,0.82,22.5
30980,24,Bike,7.7,3.56,Pune,4513,26.36,0.92,47.9
30981,36,Scooter,3.6,3.58,Delhi,1627,31.85,0.79,28.0
30982,52,Scooter,5.9,4.51,Bangalore,3798,26.28,0.86,34.9
30983,31,Car,8.5,3.81,Chennai,2834,28.74,0.78,46.1
30984,53,Car,7.9,3.47,Chennai,3107,45.54,0.79,44.9
30985,24,Bike,3.7,4.67,Bangalore,2286,55.27,0.8,50.7
30986,43,Scooter,8.8,3.98,Delhi,6000,28.0,0.92,17.6
30987,23,Scooter,4.2,4.63,Delhi,2682,30.89,0.82,40.7
30988,40,Bike,5.3,3.88,Pune,2079,33.44,0.84,55.1
30989,21,Bike,6.3,3.62,Hyderabad,2768,20.0,0.81,31.8
30990,53,Scooter,1.2,4.09,Delhi,727,52.26,0.84,23.6
30991,30,Bike,6.2,3.78,Chennai,4206,26.02,0.84,18.1
30992,23,Scooter,6.0,4.34,Hyderabad,2494,32.91,0.81,57.3
30993,52,Bike,8.8,4.44,Mumbai,3999,37.72,0.69,15.2
30994,51,Scooter,3.9,4.53,Hyderabad,1205,35.18,0.8,50.6
30995,41,Bike,2.8,4.09,Chennai,1404,35.41,0.86,26.9
30996,44,Car,5.0,4.68,Pune,1676,37.45,0.9,25.9
30997,44,Bike,7.0,3.88,Bangalore,2339,25.45,0.73,22.1
30998,30,Car,5.8,4.25,Bangalore,3506,34.7,0.74,23.7
30999,26,Bike,1.8,4.15,Pune,787,43.92,0.8,38.1
31000,48,Scooter,3.8,4.89,Pune,2562,31.23,0.81,54.4
